"id","player","team","pos","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","rec","rec_tgt","rec_yds","rec_tds","pos_rank","overall_rank","team_id","rec_yds_g","rec_avg","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","scraped_at"
"16788","Devaughn Vele","NO","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,45.465,71.46,531.545,3.46,67,168,20,46,12.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16809","Jalen Coker","CAR","WR",0,0,0,NA,0,0,NA,0,0,0,0,1,60.31,87.7633333333333,729.1075,4.67,66,166,5,53.9,11.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16816","British Brooks","HOU","RB",0,0,0,NA,0,0,NA,13.62,55.25,NA,0.31,NA,0,0,0,0,102,383,13,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16831","David Martin-Robinson","TEN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.62,9.9,59.32,0.34,89,367,31,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16839","Jack Westover","WSH","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,32,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16850","Jacob Saylors","DET","RB",0,0,0,NA,0,0,NA,31.8566666666667,134.236666666667,4.8,0.82,0,4.03666666666667,3.805,28.5466666666667,0.0566666666666667,86,334,11,1.2,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16858","Mason Tipton","NO","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,20,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16883","Kameron Johnson","TB","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,9.45,15.78,109.61,0.81,133,323,30,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16940","Blake Whiteheart","CLE","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,12.135,19.625,119.795,0.915,68,302,8,6.3,11.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16949","Brycen Tremayne","CAR","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,5.78,9.43,63.96,0.36,148,369,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16957","Terrell Jennings","NE","RB",0,0,0,NA,0,0,NA,4.5,18.01,NA,0.16,NA,0,0,0,0,110,436,19,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16958","Ryan Miller","MIA","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,5.85,9.63,75.84,0.34,145,360,17,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16979","Cam Grandy","CIN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,7,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17011","Jared Wayne","HOU","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,36.92,59.93,407.1,2.25,83,198,13,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17030","Cam Ward","TEN","QB",511.0625,313.5725,3270.9325,199.1,17.6125,8.7775,86.9,43.8325,185.3075,3.9,1.9025,4,0,0,0,0,31,54,31,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17031","Shedeur Sanders","CLE","QB",100.64,59.0166666666667,676.9,8.5,3.81666666666667,3.10666666666667,78.4,12,65.3333333333333,3.5,0.333333333333333,0,0,0,0,0,37,403,8,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17032","Jaxson Dart","NYG","QB",484.4375,311.5025,3435.485,207.5,21.9775,9.9175,90.7,106.865,549.7425,5.3,5.7225,2,0,0,0,0,14,17,21,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17034","Quinn Ewers","JAC","QB",19,12,142,9.5,1,0,103.4,4,17,4.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17035","Riley Leonard","IND","QB",37,23,259,NA,2,1,NA,2,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17036","Will Howard","PIT","QB",26,16,186,NA,1,1,NA,2,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17038","Kyle McCord","MIA","QB",12,8,80,5.3,1,0,113.2,2,7,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17039","Tyler Shough","NO","QB",523.6925,351.0775,3823.0775,262.3,22.8225,10.6925,95.6,74.475,300.0025,3.8,3.95,4,0,0,0,0,20,24,20,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17040","Brady Cook","MIA","QB",16,10,106,7.1,1,1,76.6,4,16,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17042","Ashton Jeanty","LV","RB",0,0,0,NA,0,0,NA,265.0175,1064.3625,3.8,7.2925,1,55.1625,73.57,384.565,2.98,12,48,35,22.7,6.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17043","TreVeyon Henderson","NE","RB",0,0,0,NA,0,0,NA,157.515,720.355,4.6,5.845,1,24.9175,27.67,175.875,0.9625,36,136,19,9.7,6.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17044","Omarion Hampton","LAC","RB",0,0,0,NA,0,0,NA,248.2425,1045.975,4.1,8.4725,5,41.1325,45.45,276.41,1.4475,15,56,34,16.9,6.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17045","Cam Skattebo","NYG","RB",0,0,0,NA,0,0,NA,253.895,1077.7525,4.4,8.445,2,31.3925,36.6833333333333,253.21,1.465,21,68,21,22,8.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17047","Dylan Sampson","CLE","RB",0,0,0,NA,0,0,NA,71.9033333333333,264.683333333333,2.9,1.26333333333333,2,33.7333333333333,39.42,269.18,1.67,45,167,8,22.3,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17048","Kaleb Johnson","GB","RB",0,0,0,NA,0,0,NA,62.74,250.77,3.9,1.41,0,2.56,3.32333333333333,16.69,0.0533333333333333,61,229,12,0.5,7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17049","Brashard Smith","KCC","RB",0,0,0,NA,0,0,NA,39.47,158.35,NA,1.04,NA,12.04,16.42,84.35,0.58,66,256,16,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17051","Quinshon Judkins","CLE","RB",0,0,0,NA,0,0,NA,247.2975,958.6775,3.5,6.4675,1,30.875,40.0833333333333,214.0375,0.6575,25,84,8,19.4,7.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17052","Bhayshul Tuten","JAC","RB",0,0,0,NA,0,0,NA,207.665,880.3325,4.4,7.3225,1,22.975,23.7833333333333,168.1,1.355,35,134,15,8.4,6.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17053","Woody Marks","HOU","RB",0,0,0,NA,0,0,NA,135.65,536.8975,3.6,2.525,1,24.775,32.65,184.8125,1.25,32,117,13,9.3,6.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17055","Jordan James","SF","RB",0,0,0,NA,0,0,NA,36.625,156.915,NA,0.75,NA,3.535,2.73,24.77,0.065,92,350,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17056","Trevor Etienne","CAR","RB",0,0,0,NA,0,0,NA,9,41,NA,0,NA,2,0,12.5,0,113,442,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17058","Tahj Brooks","CIN","RB",0,0,0,NA,0,0,NA,16.775,66.175,NA,0.155,NA,2.71,5.98,18.615,0.08,95,358,7,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17059","Ollie Gordon II","MIA","RB",0,0,0,NA,0,0,NA,32.9025,121.18,2.4,0.8875,0,3.66,2.60666666666667,22.8475,0.04,85,332,17,0.2,3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17060","DJ Giddens","IND","RB",0,0,0,NA,0,0,NA,34.1733333333333,139.243333333333,4.4,1.06666666666667,0,6.66666666666667,11.69,45.6933333333333,0.176666666666667,63,236,14,0.7,10,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17061","LeQuint Allen","JAC","RB",0,0,0,NA,0,0,NA,26.2725,102.6275,3.8,0.3825,0,11.6975,12.1166666666667,78.2625,0.3325,78,306,15,2.8,6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17062","Raheim Sanders","CLE","RB",0,0,0,NA,0,0,NA,26.1266666666667,100.093333333333,3.7,0.77,0,3.84,4.835,27.3133333333333,0.05,94,354,8,2.3,8.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17066","Kyle Monangai","CHI","RB",0,0,0,NA,0,0,NA,165.79,731.9375,4.5,4.81,1,22.8625,33.55,186.4775,0.57,27,92,6,13.8,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17068","RJ Harvey","DEN","RB",0,0,0,NA,0,0,NA,108.565,426.5825,3.5,3.7425,1,44.2025,56.89,323.185,2.8275,28,96,10,20.9,7.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17070","Luther Burden III","CHI","WR",0,0,0,NA,0,0,NA,6.9675,32.6875,3.6,0.0775,2,65.6375,99.1133333333333,880.3525,5.0725,26,85,6,60.9,14.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17071","Tetairoa McMillan","CAR","WR",0,0,0,NA,0,0,NA,0,0,0,0,3,71.8375,119.636666666667,1016.0825,5.815,33,99,5,71.3,14.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17072","Tre' Harris","LAC","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,38.1266666666667,66.91,475.236666666667,2.23333333333333,73,181,34,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17073","Elic Ayomanor","TEN","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,23.7375,51.8533333333333,332.0475,2.335,109,251,31,36.8,15.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17074","Travis Hunter","JAC","WR",NA,NA,NA,NA,NA,NA,NA,2.5,14.5,NA,0,NA,26,30,303.5,1.5,NA,NA,NA,NA,NA,1,0,0,0,45,"2026-09-22 10:22 UTC"
"17075","Matthew Golden","GB","WR",0,0,0,NA,0,0,NA,5.8075,28.0075,4.8,0.085,0,58.775,98.7366666666667,786.0825,4.555,43,121,12,68.3,14.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17076","Isaiah Bond","CLE","WR",0,0,0,NA,0,0,NA,1.33333333333333,8,6,0,0,15.4875,27.2933333333333,249.4775,0.7125,118,278,8,32.9,20.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17077","Xavier Restrepo","TEN","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,31,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17078","Jack Bech","LV","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,28.42,46.795,334.533333333333,1.56,95,219,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17079","Tez Johnson","TB","WR",0,0,0,NA,0,0,NA,4.255,20.345,NA,0.08,NA,12.32,20.005,143.545,1.065,120,289,30,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17080","Jaylin Noel","HOU","WR",0,0,0,NA,0,0,NA,2.5,13,5.3,0,0,31.5825,49.9766666666667,399.94,2.325,77,190,13,34.7,14.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17081","Emeka Egbuka","TB","WR",0,0,0,NA,0,0,NA,2.3775,7.195,-0.7,0.04,0,64.8425,110.356666666667,925.885,6.4,31,94,30,59.5,14.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17082","Pat Bryant","DEN","WR",0,0,0,NA,0,0,NA,4.26333333333333,25.7133333333333,11,0.113333333333333,0,32.485,52.64,375.66,1.995,92,214,10,26.7,11.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17084","Ricky White III","SEA","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,28,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17086","Jalen Royals","KCC","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,9.31,15.21,113.735,0.91,129,316,16,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17087","Dont'e Thornton Jr.","LV","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17096","Savion Williams","GB","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.5,0,79.5,0.5,166,442,12,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17097","Tai Felton","MIN","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,9.425,19.11,110.375,0.385,128,312,18,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17098","Tory Horton","SEA","WR",0,0,0,NA,0,0,NA,0.333333333333333,1.66666666666667,5,0,0,15.085,23.0366666666667,194.0725,2.0175,122,296,28,20.1,12.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17099","Oronde Gadsden II","LAC","TE",0,0,0,NA,0,0,NA,0,0,NA,0,1,43.3775,66.5933333333333,502.755,3.3325,15,122,34,30.3,13.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17102","Tyler Warren","IND","TE",0,0,0,NA,0,0,NA,7.295,27.99,NA,0.835,0.2,75.975,104.53,797.673333333333,6.03666666666667,1,76,14,45.1,10.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17103","Harold Fannin Jr.","CLE","TE",0,0,0,NA,0,0,NA,17.35,63.31,NA,0.375,0.866666666666667,70.6433333333333,90.7633333333333,710.248333333333,4.305,14,116,8,44.7,11,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17104","Colston Loveland","CHI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0.133333333333333,69.6983333333333,97.04,800.808333333333,5.99166666666667,3,82,6,43.7,11.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17105","Gunnar Helm","TEN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,43.67,57.81,391.3,2.695,38,226,31,23.6,8.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17106","Mason Taylor","NYJ","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,36.675,49.29,316.6325,1.9075,41,239,22,24.1,7.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17107","Terrance Ferguson","LAR","TE",0,0,0,NA,0,0,NA,4.33,16.74,NA,0.3,0,32.1925,48.0833333333333,406.265,3.65,32,206,33,27.8,17.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17108","Elijah Arroyo","SEA","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,16.0325,20.8633333333333,164.08,1.3575,55,271,28,7.1,11.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17109","Mitchell Evans","CAR","TE",0,0,0,NA,0,0,NA,10.54,43.04,NA,0.37,0,15.715,22.33,139.915,1.005,53,268,5,8.5,8.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17134","Kyle Williams","NE","WR",0,0,0,NA,0,0,NA,2,10,NA,0,NA,13.84,22.17,193.8,0.925,125,305,19,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17157","Isaac TeSlaa","DET","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,29.7125,53.0866666666667,391.1725,3.8575,65,164,11,23.2,13.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17171","Chimere Dike","TEN","WR",0,0,0,NA,0,0,NA,4.9125,15.5325,0.7,0.0675,3,15.9475,25.6133333333333,159.4125,1.62,132,322,31,25.9,10,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17175","Arian Smith","NYJ","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,22,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17184","Jaylin Lane","WAS","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,5.46,9.65,61.42,0.38,149,371,32,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17192","Jordan Watkins","SF","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17205","KeAndre Lambert-Smith","LAC","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,13.905,26.18,159.025,1.115,117,276,34,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17213","Jackson Hawes","BUF","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,8.66,11.36,95.69,1.295,80,340,4,7.2,12,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17215","Robbie Ouzts","SEA","RB",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,113,442,28,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17232","LaJohntay Wester","BAL","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.76,11.44,85.84,0.63,141,343,3,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17234","Jimmy Horn Jr.","FA","WR",0,0,0,NA,0,0,NA,15.84,73.57,NA,0.59,NA,8.33,14.2,98.92,0.55,123,298,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17243","Thomas Fidone II","NYG","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,6.24,8.005,61.345,0.6,96,398,21,6,10,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17254","Konata Mumpfield","LAR","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,12.3666666666667,18.57,145.06,1.03333333333333,124,301,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17256","Jacory Croskey-Merritt","WAS","RB",0,0,0,NA,0,0,NA,188.1725,821.5675,4.4,7.03,2,12.07,15.4866666666667,76.9325,0.115,31,113,32,3.7,4.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17259","Moliki Matavao","NO","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,20,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17268","Jake Briningstool","KC","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0.23,0.34,2.46,0.02,102,441,16,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17269","Efton Chism III","NE","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3.465,5.065,42.19,0.215,144,357,19,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17272","Amar Johnson","LAC","RB",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,113,442,34,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17274","Corey Kiner","NE","RB",0,0,0,NA,0,0,NA,26.255,102.5,3.8,0.255,0,2.555,3.625,21.22,0.08,84,331,19,0.9,14,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17278","Coleman Owen","IND","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,14,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17285","Ben Yurosek","MIN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,18,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17305","Jordan Moore","CIN","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,7,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17321","Brennan Presley","LA","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,10.03,16.6,115.4,0.85,131,321,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17325","Dalevon Campbell","LAC","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,34,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17333","Darius Cooper","PHI","WR",0,0,0,NA,0,0,NA,0.5,2,4,0,0,15,21,182.5,1.5,166,442,24,24.3,12.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17334","Jackson Meeks","DET","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,11,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17353","Jahdae Walker","CHI","WR",0,0,0,NA,0,0,NA,0.333333333333333,1.66666666666667,5,0,0,21.5333333333333,45.67,265.916666666667,2.53666666666667,87,205,6,21.5,12.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17359","Josh Williams","TB","RB",0,0,0,NA,0,0,NA,22.67,16.97,NA,0.32,NA,0,0,0,0,107,430,30,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17360","Myles Price","MIN","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,18,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17385","Carter Runyon","LV","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17396","Ke'Shawn Williams","CIN","WR",0,0,0,NA,0,0,NA,4.19,18.98,NA,0.16,NA,3.65,5.98,43.22,0.32,150,372,7,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17414","Nick Kallerup","SEA","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3.45,5.11,34.67,0.3,94,387,28,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17419","Keleki Latu","BUF","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,8.27,11.72,80.73,0.57,81,341,4,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17462","Fernando Mendoza","LV","QB",262.21,165.755,1801.395,5.6,9.2075,6.155,112.3,28.0225,124.8975,7,0.9375,0,0,0,0,0,32,152,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17463","Ty Simpson","LAR","QB",27.4566666666667,17.0833333333333,197.336666666667,25.7,1.48,0.44,97,2.33333333333333,10.6666666666667,4.5,0,0,0,0,0,0,40,409,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17466","Carson Beck","ARI","QB",63,40,449,NA,3,2,NA,7,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17467","Cade Klubnik","NYJ","QB",15.7533333333333,10.3066666666667,107.033333333333,5.5,0.773333333333333,0.423333333333333,112,1.33333333333333,5.66666666666667,4,0,0,0,0,0,0,60,432,22,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17469","Jalon Daniels","TB","QB",15,9,100,6.7,1,0,102.1,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17472","Jeremiyah Love","ARI","RB",0,0,0,NA,0,0,NA,213.54,934.3225,4.4,6.82,3,42.6975,51.5466666666667,323.3875,1.5475,18,62,1,21.9,8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17473","Jadarian Price","SEA","RB",0,0,0,NA,0,0,NA,185.4175,801.875,4.4,6.2125,4,22.47,25.47,181.675,0.8875,34,123,28,15.6,9.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17474","Emmett Johnson","KC","RB",0,0,0,NA,0,0,NA,79.415,327.2625,4.1,2.355,1,13.765,15.8266666666667,107.735,0.5425,60,228,16,7.5,10.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17475","Seth McGowan","IND","RB",0,0,0,NA,0,0,NA,37.9825,157.8625,4.4,1.26,0,6.3125,6.18333333333333,44.5825,0.04,74,295,14,1.5,7.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17476","Nicholas Singleton","TEN","RB",0,0,0,NA,0,0,NA,31.2425,127.38,4,0.755,0,1.33333333333333,1,9.33333333333333,0,77,303,31,1.1,8.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17477","Jonah Coleman","DEN","RB",0,0,0,NA,0,0,NA,40.25,168.5,4.2,1.5,1,10,12.3333333333333,74.25,0.25,113,442,10,11.5,8.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17478","Kaytron Allen","WAS","RB",0,0,0,NA,0,0,NA,35.92,152.62,4.8,1.0075,0,4.91333333333333,5.825,34.1666666666667,0.1,68,273,32,1,15,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17481","Demond Claiborne","MIN","RB",NA,NA,NA,NA,NA,NA,NA,23.3333333333333,99.3333333333333,4.5,0.666666666666667,0,2.66666666666667,2.5,20,0,NA,NA,NA,1.4,10.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17482","Mike Washington Jr.","LV","RB",0,0,0,NA,0,0,NA,86.58,347.765,3.7,2.095,1,9.425,13.02,70.55,0.29,59,227,35,9.7,8.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17485","Kaelon Black","SF","RB",0,0,0,NA,0,0,NA,116,471.015,3.9,2.995,2,9.995,14.1666666666667,75.7925,0.4025,54,203,27,7.3,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17497","Carnell Tate","TEN","WR",0,0,0,NA,0,0,NA,0.333333333333333,2.33333333333333,7,0,1,60.1775,95.6433333333333,786.3225,4.05,53,139,31,48,13.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17498","Jordyn Tyson","NO","WR",0,0,0,NA,0,0,NA,0.666666666666667,2.33333333333333,3.5,0,1,41.395,62.4833333333333,548.1775,3.095,79,192,20,50.8,14.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"17499","Makai Lemon","PHI","WR",0,0,0,NA,0,0,NA,2.75,11,1,0,2,48.43,74.2466666666667,590.5325,3.725,46,127,24,42.9,11.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
