"id","player","team","pos","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","rec","rec_tgt","rec_yds","rec_tds","pos_rank","overall_rank","team_id","rec_yds_g","rec_avg","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","scraped_at"
"14835","Tee Higgins","CIN","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,66.4825,110.193333333333,935.1675,7.7675,18,72,7,66,15,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14836","Justin Jefferson","MIN","WR",0,0,0,NA,0,0,NA,0.833333333333333,3.56666666666667,3,0,0.2,95.455,140.11,1223.52333333333,7.245,13,60,18,77.5,14,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14842","Michael Pittman","PIT","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,70.855,101.98,741.8975,4.185,42,119,25,42.9,9.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14847","Devin Duvernay","ARI","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,5.16,16.89,50.63,0.275,138,329,1,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14860","Jauan Jennings","MIN","WR",0,0,0,NA,0,0,NA,0,0,0,0,1,42.635,69.32,485.545,4.0075,59,147,18,34.1,12.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14861","Juwan Johnson","NO","TE",0,0,0,NA,0,0,NA,0,0,NA,0,1,59.7775,83.6233333333333,700.005,3.8925,12,111,20,54,13.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14867","Cole Kmet","CHI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,26.215,32.9566666666667,270.5175,2.54,37,225,6,12.8,10.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14870","Adam Trautman","DEN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,18.215,27.1133333333333,189.535,1.105,48,263,10,16.2,10.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14871","Colby Parkinson","LAR","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,35.3475,53.0833333333333,354.4775,3.9075,35,218,33,27.4,10.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14974","Darnell Mooney","NYG","WR",0,0,0,NA,0,0,NA,0.5,2.75,0,0,0,31.33,62.6966666666667,439.055,2.005,80,194,21,36.1,14.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"14984","Charlie Woerner","ATL","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,19.375,27.455,167.26,1.11,58,277,2,11.1,8.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15103","Reggie Gilliam","NE","RB",0,0,0,NA,0,0,NA,4.5,18.12,NA,0.16,NA,8.26,10.5,59.07,0.35,91,349,19,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15237","Trevor Lawrence","JAC","QB",529.671666666667,330.486666666667,3856.785,233,25.5816666666667,12.0483333333333,96,75.1766666666667,335.96,4.4,4.68166666666667,2.93333333333333,0,0,0,0,5,6,15,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15238","Justin Fields","KC","QB",22.4833333333333,13.8533333333333,149.993333333333,9.5,0.84,0.44,93.4,2.66666666666667,13.6666666666667,5.5,0,0,0,0,0,0,38,407,16,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15240","Trey Lance","LAC","QB",10.62,6.3,69.83,NA,0.41,0.32,NA,0,0,NA,0,NA,0,0,0,0,50,419,34,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15241","Mac Jones","SF","QB",17.5833333333333,12.0933333333333,130.853333333333,9.9,0.783333333333333,0.44,87.1,2,7.33333333333333,4.3,0,0,0,0,0,0,47,416,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15244","Feleipe Franks","CAR","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,103,442,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15252","Davis Mills","HOU","QB",21.31,13.14,146.37,9.9,0.786666666666667,0.44,99.1,2,6.66666666666667,4,0,0,0,0,0,0,56,426,13,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15253","Travis Etienne","NO","RB",0,0,0,NA,0,0,NA,190.4375,796.4275,4,4.6125,1,38.5875,49.1033333333333,281.1975,2.3225,29,106,20,20.5,6.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15254","Najee Harris","NYG","RB",0,0,0,NA,0,0,NA,44.2866666666667,181.173333333333,4.4,1.05333333333333,0,4.58333333333333,3.005,35.08,0.0533333333333333,100,378,21,0.6,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15255","Kenneth Gainwell","TB","RB",0,0,0,NA,0,0,NA,104.0775,449.1725,4.2,3.435,1,37.06,45.5933333333333,250.9775,1.5775,38,143,30,22,6.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15256","Javonte Williams","DAL","RB",0,0,0,NA,0,0,NA,259.635,1105.36,4.3,9.9175,2,34.5875,45.71,205.2475,1.375,14,51,9,13.9,5.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15259","Rhamondre Stevenson","NE","RB",0,0,0,NA,0,0,NA,170.27,727.0025,4.1,6.1675,3,36.0275,41.2666666666667,293.1175,1.5575,26,86,19,20.9,9.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15261","Chuba Hubbard","CAR","RB",0,0,0,NA,0,0,NA,206.1075,862.1925,4.2,6.04,1,33.9875,42.7,227.63,2.245,22,69,5,14.9,6.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15281","Ja'Marr Chase","CIN","WR",0,0,0,NA,0,0,NA,2.1,11.5666666666667,7,0,1,115.431666666667,162.446666666667,1403.07833333333,10.5616666666667,1,25,7,82.9,11.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15282","DeVonta Smith","PHI","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,83.675,119.566666666667,1069.6425,5.6,17,70,24,72.9,12.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15284","Jaylen Waddle","DEN","WR",0,0,0,NA,0,0,NA,1,7.25,9.5,0,0,70.2325,106.446666666667,928.7075,5.0325,21,77,10,55.9,14.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15285","Tylan Wallace","CLE","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,11.13,18.58,131.79,0.59,130,319,8,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15287","Amon-Ra St. Brown","DET","WR",0,0,0,NA,0,0,NA,4.14166666666667,18.1516666666667,4,0.0866666666666667,0.266666666666667,117.913333333333,160.936666666667,1381.67166666667,10.6266666666667,2,26,11,85.9,11.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15288","Elijah Moore","PHI","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,166,442,24,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15290","Nico Collins","HOU","WR",0,0,0,NA,0,0,NA,1.25,7.75,7,0.25,1,79.3775,121.64,1112.18,6.74,14,63,13,75.1,14.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15292","Dyami Brown","WAS","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,27.37,44.265,348.65,2.15666666666667,104,246,32,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15293","Rashod Bateman","BAL","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,35.545,55.0033333333333,513.535,4.4775,74,183,3,31.6,14.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15301","Tutu Atwell","LAR","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,16.09,27.9,215,1.36,116,262,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15303","Simi Fehoko","ARI","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.76,12.06,86.42,0.41,143,352,1,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15319","Josh Palmer","BUF","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,18.35,32.62,271.1425,1.7875,111,253,4,29.4,16.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15329","Kyle Pitts","ATL","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,63.8275,89.4066666666667,702.755,3.7825,17,132,2,42.3,11.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15331","Pat Freiermuth","PIT","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,49.2775,64.4033333333333,500.33,4.2875,24,173,25,33.2,11.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15332","Tommy Tremble","CAR","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,24.635,36.6266666666667,228.3025,1.685,44,242,5,11.5,8.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15334","Hunter Long","ARI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,18.76,27.975,167.57,1.275,43,241,1,5.1,7.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15335","Luke Farrell","SF","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.77,9.43,62.78,0.52,85,359,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15337","Noah Gray","KC","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,16.32,21.6566666666667,167.7,1.3,62,286,16,7.5,9.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15341","Quintin Morris","JAC","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,20.46,30.83,197.07,1.43,47,261,15,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15344","John Bates","WAS","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,12.63,19.325,116.365,0.71,89,367,32,11.7,9.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15414","Kene Nwangwu","NYJ","RB",0,0,0,NA,0,0,NA,16.93,67.295,4,0.08,0,1.4,2.325,10.36,0.065,105,389,22,0.2,0,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15419","Kylen Granson","TEN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.39,9.9,62.52,0.33,88,366,31,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15491","Ben Skowronek","PIT","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.09,10.2,66.43,0.42,146,362,25,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15620","Chris Myarick","LV","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,12,79,1,NA,NA,NA,5.3,8.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15626","Brock Wright","DET","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,18.33,26.905,160.09,1.465,73,317,11,14.3,8.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15692","Kenny Pickett","CAR","QB",17.94,11.4033333333333,125.48,8.5,0.76,0.41,100.3,2.33333333333333,8.33333333333333,4.8,0,0,0,0,0,0,61,434,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15693","Sam Howell","DAL","QB",16.58,9.865,106.06,9.4,0.71,0.16,93.2,2,5,2.5,0,0,0,0,0,0,45,414,9,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15694","Malik Willis","MIA","QB",457.0075,293.075,3277.145,177,15.7825,11.015,86,111.27,549.1025,4.8,3.6225,4,0,0,0,0,22,28,17,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15698","Brock Purdy","SF","QB",526.228333333333,358.213333333333,4007.25333333333,244.5,27.4633333333333,13.2383333333333,99.3,68.465,305.538333333333,4.8,3.6,3.86666666666667,0,0,0,0,7,8,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15702","Tanner McKee","PHI","QB",17,11,118,7.9,1,0,104.5,4,14,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15708","Breece Hall","NYJ","RB",0,0,0,NA,0,0,NA,244.745,1071.095,4.3,6.03,1,43.4825,52.4533333333333,372.165,1.925,10,45,22,24.7,9.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15710","Kyren Williams","LAR","RB",0,0,0,NA,0,0,NA,214.91,991.1225,4.7,9.1675,2,30.035,38.2066666666667,210.7225,2.0675,17,61,33,15.3,7.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15711","Kenneth Walker III","KC","RB",0,0,0,NA,0,0,NA,265.516666666667,1181.98,4.7,8.60666666666667,0.933333333333333,46.3383333333333,63.9233333333333,362.446666666667,2.03666666666667,11,46,16,27.9,7.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15712","Tyler Allgeier","ARI","RB",0,0,0,NA,0,0,NA,112.285,440.4675,3.4,3.37,1,22.1825,29.2133333333333,153.47,0.5075,42,153,1,6.5,5.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15715","James Cook III","BUF","RB",0,0,0,NA,0,0,NA,289.655,1404.92833333333,4.8,10.0783333333333,2.26666666666667,29.0883333333333,35.2866666666667,241.295,1.59666666666667,8,36,4,14.4,7.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15716","Brian Robinson Jr.","ATL","RB",0,0,0,NA,0,0,NA,111.2675,474.9775,4.3,3.1925,1,8.2875,10.1166666666667,57.5175,0.0875,52,193,2,1.8,6.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15718","Tyler Badie","DEN","RB",0,0,0,NA,0,0,NA,4.92,20.01,NA,0.16,NA,8.39,11.75,52.46,0.34,93,353,10,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15721","Rachaad White","WAS","RB",0,0,0,NA,0,0,NA,111.295,472.94,4.8,3.3925,1,32.02,33.36,222.05,1.4725,46,169,32,10.5,6.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15726","Ronnie Rivers","LA","RB",0,0,0,NA,0,0,NA,21.63,87.59,NA,0.5,NA,2.07,2.79,13.5,0.16,89,347,33,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15727","Zonovan Knight","ARI","RB",0,0,0,NA,0,0,NA,14.61,53.21,3.6,0.58,0,2.735,3.915,21.13,0.08,101,379,1,1.2,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15738","Malik Davis","DAL","RB",NA,NA,NA,NA,NA,NA,NA,69,317,NA,2,NA,10,NA,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15742","Jaylen Warren","PIT","RB",0,0,0,NA,0,0,NA,185.435,829.4525,4.3,4.7225,1,39.3375,48.9633333333333,299.075,1.5975,23,71,25,19.9,8.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15749","Isiah Pacheco","DET","RB",0,0,0,NA,0,0,NA,42.5,169.5,NA,0.5,NA,6,0,41,0,113,442,11,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15751","Drake London","ATL","WR",0,0,0,NA,0,0,NA,1.33333333333333,4.33333333333333,1.5,0,0.666666666666667,90.7266666666667,133.61,1187.11166666667,7.4,11,58,2,70.9,13.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15752","Treylon Burks","WAS","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,6.20666666666667,4.9,78.8533333333333,0.39,164,406,32,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15753","Garrett Wilson","NYJ","WR",0,0,0,NA,0,0,NA,1.965,8.535,2,0.04,1,85.3625,121.126666666667,971.98,6.105,23,80,22,55.9,11.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15754","Chris Olave","NO","WR",0,0,0,NA,0,0,NA,1.672,6.46,0,0.032,0.2,94.5216666666667,138.24,1185.18,7.50666666666667,10,55,20,89.8,13.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15755","Jahan Dotson","ATL","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,27.5766666666667,55.305,346.27,1.99666666666667,97,223,2,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15756","Jameson Williams","DET","WR",0,0,0,NA,0,0,NA,9.315,48.1775,5.2,0.3975,0,57.7925,91.3066666666667,920.93,5.55,22,79,11,59.9,16.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15757","Wan'Dale Robinson","TEN","WR",0,0,0,NA,0,0,NA,2.58,11.46,2.5,0.04,0,67.3125,96.9433333333333,667.3725,2.7075,45,125,31,44,9.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15759","John Metchie III","CAR","WR",0,0,0,NA,0,0,NA,5.29,24.21,NA,0.19,NA,31.71,52.07,316.22,1.95,93,215,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15761","Khalil Shakir","BUF","WR",0,0,0,NA,0,0,NA,0.75,3.75,4,0,0,65.1025,84.9333333333333,694.1125,4.1,35,104,4,38.2,9.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15762","George Pickens","DAL","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,76.18,120.27,1081.2075,6.6325,12,59,9,75.1,14.1,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15765","Kevin Austin Jr.","NO","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3.06,5.29,38.85,0.17,157,393,20,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15766","Skyy Moore","GB","WR",0,0,0,NA,0,0,NA,9.23,43.17,NA,0.34,NA,8.94,14.93,100.66,0.73,126,309,12,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15767","Velus Jones","SEA","RB",0,0,0,NA,0,0,NA,1.15,4.8,NA,0.04,NA,0.44,0.63,3.17,0.02,111,438,28,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15768","Alec Pierce","IND","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,54.21,92.7566666666667,939.47,5.0325,8,47,14,59.7,20.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15771","Tay Martin","DET","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15779","Romeo Doubs","NE","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,49.8725,73.4933333333333,681.93,4.3825,38,110,19,40.7,15.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15785","Bo Melton","GB","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15786","Jalen Nailor","LV","WR",0,0,0,NA,0,0,NA,1,3.75,2.5,0,0,40.54,69,527.1675,3.03,55,142,35,29.7,11.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15787","Tyquan Thornton","KC","WR",0,0,0,NA,0,0,NA,0,0,0,0,0,23.1125,41.1166666666667,386.43,2.725,98,231,16,35.5,20.5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15788","Jalen Tolbert","MIA","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,18.435,4.82,242.325,0.58,159,395,17,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15789","Christian Watson","GB","WR",0,0,0,NA,0,0,NA,3.3075,15.5975,4.5,0.0875,0,59.39,101.24,957.6075,7.97,25,83,12,66.4,16.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15794","Trey McBride","ARI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0.133333333333333,105.461666666667,140.45,1023.34833333333,6.78166666666667,2,78,1,66.5,9.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15795","Charlie Kolar","LAC","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,16.9866666666667,17.84,178.35,1.28666666666667,72,315,34,15.3,11.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15796","Jeremy Ruckert","NYJ","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,16.355,21.29,125.825,0.755,76,336,22,11.2,7.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15797","Greg Dulcich","MIA","TE",0,0,0,NA,0,0,NA,0,0,NA,0,1,46.64,63.1066666666667,518.265,2.6075,22,162,17,31.2,10.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15798","Isaiah Likely","NYG","TE",0,0,0,NA,0,0,NA,0,0,NA,0,2,68.095,96.3866666666667,747.1675,6.025,7,98,21,50.8,10,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15799","Jake Ferguson","DAL","TE",0,0,0,NA,0,0,NA,0,0,NA,0,2,60.7775,75.3566666666667,494.085,5.5875,21,161,9,33.5,8.3,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15802","Cade Otton","TB","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,51.5225,72.01,506.77,3.095,27,178,30,40,10,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15804","Grant Calcaterra","PHI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,5.385,7.025,54.075,0.6,100,405,24,6.1,9.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15840","Jelani Woods","NYJ","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,45,1,NA,NA,NA,3,9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15873","Daniel Bellinger","TEN","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,18.615,26.865,210.8,1.435,64,291,31,17.1,12.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15889","Chigoziem Okonkwo","WAS","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,46.22,62.5933333333333,471.2075,2.6225,31,201,32,36.7,11.7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15909","James Mitchell","CAR","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,9.99,14.2,94.38,0.61,75,330,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15916","Andrew Ogletree","IND","TE",0,0,0,NA,0,0,NA,0,0,NA,0,0,12.73,19.975,125.99,1.05,54,269,14,3.9,9.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15925","John FitzPatrick","GB","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,24.25,34.86,212.21,1.94,45,244,12,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15941","Dareke Young","LV","WR",0,0,0,NA,0,0,NA,0,0,NA,0,NA,3,5.06,34.36,0.16,162,401,35,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15965","Julius Chestnut","TEN","RB",0,0,0,NA,0,0,NA,4.32,17.39,NA,0.1,NA,3.53,4.94,22.41,0.16,103,384,31,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15972","Jordan Mason","MIN","RB",0,0,0,NA,0,0,NA,152.11,704.4525,4.9,5.095,1,14.055,18.5466666666667,83.6125,0.23,37,138,18,4,4.8,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"15981","KaVontae Turpin","DAL","WR",0,0,0,NA,0,0,NA,14.1633333333333,78.87,NA,0.136666666666667,NA,17.8333333333333,26.78,246.183333333333,1.74333333333333,86,204,9,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16036","Jake Tonges","SF","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,15.79,22.18,147.4,1.15,66,294,27,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16080","Rashid Shaheed","SEA","WR",0,0,0,NA,0,0,NA,11.4625,65.1125,6.3,0.14,1,44.715,74.5333333333333,643.25,3.69,54,141,28,39.4,14.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16113","Stone Smartt","PHI","TE",0,0,0,NA,0,0,NA,0,0,NA,0,NA,0.63,0.93,6.33,0.03,101,439,24,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16148","Bryce Young","CAR","QB",498.465,318.23,3358.995,212.9,22.505,10.8725,92.3,53.76,247.185,4.5,3.02,1,0,0,0,0,26,40,5,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16150","C.J. Stroud","HOU","QB",522.155,333.025,3724.1475,243.7,21.4,9.7075,90.7,45.9725,210.5875,5,1.15,5,0,0,0,0,24,32,13,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16152","Anthony Richardson","IND","QB",14.765,9.345,108.615,9.6,0.69,0.16,108.2,2,9,4.5,0,0,0,0,0,0,49,418,14,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16153","Stetson Bennett","LAR","QB",20,13,139,8.7,1,0,101.9,3,20,6.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16161","Bijan Robinson","ATL","RB",0,0,0,NA,0,0,NA,281.203333333333,1346.36,4.7,8.45166666666667,1.86666666666667,70.865,83.8966666666667,636.16,3.28333333333333,3,16,2,42.8,9.4,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16162","Jahmyr Gibbs","DET","RB",0,0,0,NA,0,0,NA,287.06,1457.92666666667,4.9,13.7566666666667,1.4,67.21,81.6933333333333,545.436666666667,3.93666666666667,1,2,11,40.3,8.9,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16164","Tank Bigsby","PHI","RB",0,0,0,NA,0,0,NA,73.405,328.9,4.9,3.1,0,5.9625,8.32,41.13,0.1175,55,208,24,1.9,5.6,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16165","Tyjae Spears","TEN","RB",0,0,0,NA,0,0,NA,95.655,399.305,4.1,2.345,0,37.1925,45.89,264.01,0.68,43,155,31,20.7,7.2,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16166","Sean Tucker","TB","RB",0,0,0,NA,0,0,NA,36.3325,147.9975,4.2,1.6425,0,4.63,3.13,33.32,0.0533333333333333,69,275,30,0.3,5,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
"16167","De'Von Achane","MIA","RB",0,0,0,NA,0,0,NA,231.135,1148.49833333333,4.6,5.785,1,64.43,82.5233333333333,493.216666666667,3.405,7,35,17,28.7,7,NA,NA,NA,NA,NA,"2026-09-22 10:22 UTC"
